,business_id,cool,date,funny,review_id,stars,text,useful,user_id,score
334,VvSmE1NnTjnaTPHT0WrCaQ,2,2010-10-08 00:00:00.000000,0,K8rhK9yIKeQxNb72ILiTjw,2,"I finally went to King's Cafe after it was recommended to me by a lot of other people.

I had sampled some of their very delicious appetizers at the Vegetarian Food Fair last month, so I was excited to try an entree. Well... I had the Soy Fritters with Curry Rice, and I don't know if it was just the wrong dish to order or what, but I didn't think it was very good. Fried tofu gluten fritters with carrots, potatoes, beans and cauliflower sounded so yummy but it wasn't.

The only thing I really enjoyed the flavour of was the potatoes, because they seemed to have taken on the most of the curry flavour, the veggies and soy/gluten stuff weren't very flavourful. I needed some hot sauce for sure.

At least it was on the Special Order menu so it was only 5.99, some of the other items were 10-13.

They also wouldn't let me plug in my laptop and were generally kindof rude. so, eh. Not very enthused.",2,YgavGxfAdjhkkbwlAY_9ZQ,-0.10000000149011612
335,OK_djnmJWmK4G3NMAjGGjg,0,2013-09-27 00:00:00.000000,1,IIrkRcw2i95xsm3yUH57Zw,5,"You know, it's been two years since my first review of this place, and often, places start strong and then fizzle a little, sometimes I expect that quality will go down, or the atmosphere might change. Not this place.

I straight up love Boreal Gelato. They have vegan-friendly gelato in interesting flavours, today they had chocolate, salted caramel, and coconut. Fruit based  sorbettos are great and all, but these were extra exceptional, creamy, rich, and just all around delicious. 

I know flavours rotate, but I haven't yet tried any flavour of their non-dairy gelatos that wasn't tasty.

There is ample seating, inside and a little area outside to sit on, service was quick and friendly, 

Go there.",1,YgavGxfAdjhkkbwlAY_9ZQ,0.30000001192092896
336,gSPALi3f3Ga01HGXHrhlUQ,6,2012-05-05 00:00:00.000000,0,UZEvglRhpX_bQNM59mvsyw,5,"I've been going to the Depanneur nearly once a week for a few months. They have a casual atmosphere, and are generally a good venue to find local food stuffs. Corner store by day, dinner establishment by (some) nights, it's really a great space.

The drop-in dinners are usually why we end up there once a week (or more) whenever they have a vegan one (which is on the regular.) It's always something different, but it has been consistently delicious. The chef stylings of Len (who I think is the owner) cooking something up every Tuesday, Emily Z, or Kalmplex (and many others) make this place just a total hidden gem (that I kind of don't want to tell anyone about, because I want to keep it to myself.)

As people have mentioned, sign up for the newsletter on their website (or connect with them on facebook/twitter) to keep up with the events they have going on, there is always something for everyone. 

The house made sodas are totally delicious (elderberry, blackcurrent, maple lemonade, just to name a few), they also have coffee/tea, apple cider, and soy milks. 

Packaged foods include local mushrooms, jams and jellies, ketchup made in house, and freshly baked buns and breads (often with gluten-free options as well), soups, milks, yogurts, and other small business produced products.

There is WiFi, there is table space, and the service is always friendly. It's like a home cooked meal in the best possible way.

Things to know: CASH ONLY (there is an ATM available at the convenience store across the street)",6,YgavGxfAdjhkkbwlAY_9ZQ,0.5
337,pA44gWen_SoKoLqfiipkvA,2,2010-10-26 00:00:00.000000,0,rVVXd7jcyQnjf-nhKdpzRw,4,"I love this little place off Church.

This place has  three varieties of sorbetto that are vegan and DELICIOUS. I love getting a scoop of mango and a scoop of the lemon (the lemon is amazing.) Sure variety is limited, but what they do have is fantastic.

The service has been consistently friendly every-time (and there have been many times) I've gone in with friends. The interior looks great, and it's nice to be able to sit out on the patio if it's decent out.

Plus they have a beautiful selection of chocolate (That I've never tried, but it looks great.)",2,YgavGxfAdjhkkbwlAY_9ZQ,0.800000011920929
338,7dLsjpsoHDoOVIhQriYc7g,3,2011-09-15 00:00:00.000000,0,z30pqS3yP2z3iiHV3unFLg,5,"I loved this hotel. High ceilings, and a spacious, stylish room. I kept telling my partner... I like this... I like this... and then this.

Clean lines, hyper modern rooms with a split shower, where, if an interested party wanted to voyeristically watch you bathe, they could do so, while laying on a very comfortable bed. And if you aren't so keen on goose down, they have alternate bedding available upon request.

The service was stellar. More towels? 5 minutes you're swimming in towels. You want a ride to the train? Here is our fancy Audi we'll take you over. You want free wifi? Here you go. You want to come back to a room with a bottle of ice wine, soft music and lit up by little floating candles? No problem.

The included ""continental breakfast"" wasn't bad either. Not the vegan friendliest of places obviously, but they had fruit, coffee jams, peanut butter, and DIY toast your own bread station. They have almond milk sometimes,  but not during the time we were there, but I appreciated that the server tried to hunt some down for me.

I loved all the little details.  I also loved how close it was to the Metro and bixi stands, art galleries, and copious amounts of patios.",3,YgavGxfAdjhkkbwlAY_9ZQ,0.20000000298023224
339,sscP36MO34i5ep4QO8c7KA,2,2011-01-06 00:00:00.000000,0,lEwYfkqQEPfvUs-0inB2-w,3,"I had a terrible latte here. Bitter, weak foam, and unexciting. Maybe it was a bad day to go in, since I walked in on Boxing Day, and it was one of the only open cafes. I might give it a do over after I'm done with the rest of my Indie Coffee Passport stops, but I'm not in any rush.

I enjoyed the space itself though, that wide open emptiness. My table was covered in magazines (so if you don't bring reading material, you're more than covered), they have wifi and I read and finished a book without interruption (it's quiet). I'd probably go back eventually, buy a coffee I might not even like, solely to hang around. Maybe that's why there isn't much seating, there is a certain dark homey comfort to this place I can't quite put my finger on, but I like it.

While I'm happy they offer soy AND almond milk, I don't like that they charge extra for it.",3,YgavGxfAdjhkkbwlAY_9ZQ,-0.30000001192092896
340,phxC_5lTppMGf79F8Y-uHQ,6,2014-08-31 00:00:00.000000,3,nUOZFEJtFnlcve_5s8DwVg,4,"I went for my first ever float yesterday evening and I really liked it. Staff at Float were super friendly and helpful, and offered me a nice peach tea while I waited for my turn to go in. It was very relaxing.

I've been getting a few questions about the process so I figured it would be helpful to have some idea of what happens when you walk in.

So this is what happens when you walk in.

I had already paid and made my appointment online, so I just walked in around 15 minutes before my appointment. I signed a release form, drank some tea, and waited until my turn came. A friendly member of the staff showed me to the room I would be using, explained a bit about the tank, and some advice on ear plugs, then he left me alone to do my thing. 

The doors lock, so you have some privacy.

I had the last float of the night, so it was 2 hours long, but standard floats during the day are around 1 hour.  They have 5 rooms, each with flotation tanks in them, and it's easy to make an appointment online, which was a major plus.

Each room has a shower, a bench, and a flotation tank, and a robe. Towels & ear plugs are also provided. They have scent pre-float shampoo & body wash you can use to get ready before going into the tank, and a more scented post-float shampoo and conditioner.

The flotation tank has about 10 inches of water, and a whole bunch of dissolved salts (for max float potential), so it's easy to get into the tank, sit on the bottom, close the door, lay in the water, and then open it again, or whatever you feel comfortable with. 

At first I was a little anxious about getting lost into the abyss of the tank, and it just seemed to get darker, but as I found out, it's easy to find the door handle in the dark, and easy to open it whenever you need to. So after realizing it wasn't a big deal, and that I could open the door anytime, I closed the door, and floated away 2 hours without realizing it.

When your time is up, there is music that comes on, and gets progressively louder to gently wake you or get you out of your relaxed state.

There is no right way to do it, but I had a great time just floating around with my eyes open, enjoying the feeling of gravity mostly disappear, and also got some really good stretching in as well. Just be careful with the salt water, as you might expect, if you get it in your eyes - it stings! (but there is a towel with a water bottle near the tank door if you need to rinse)

There was only a brief moment in the beginning of my float when I heard a siren from the street, otherwise, I didn't notice any street noise at all, and considering what I saw when I left Float last night, that's really impressive (lots of police activity, another ambulance that I hadn't heard). I'm usually pretty sensitive to sound, so mostly for me it was nice to have some near-total quiet and no vibrations other than the sound of my heartbeat for a couple of hours.

I think they've got a great set up, and I didn't find their prices high (especially when compared with some other float places I've seen in the past) and they've got a variety of options to choose from on their website. 

The one thing that is worth mentioning, is that after floating and being relaxed and blissed out, walking out onto Queen Street at 1 am on a Friday night can be kind of shocking (not like this is a surprise of course, it's loud, and busy). I know I'd like to try and do a late night 2 hour float during the week next time. Otherwise, I had a really great time.",9,YgavGxfAdjhkkbwlAY_9ZQ,0.30000001192092896
341,r-uKGbHOb3Qdz_s2U-PuFQ,6,2011-02-25 00:00:00.000000,4,ocMVC0Vguf9tGkpflSqvHg,4,"Another one of those lovely places that I'd probably have missed if it were 
not for the Indie Coffee Passport.

First thing Saturday morning, I went over there to meet up with Nicole H. for a minicoffee crawl.

I got there way too early, but the moment I walked in, I instantly felt comfortable and welcome. It's the kind of place I could see myself visiting everyday for a coffee. Very friendly atmosphere, the lighting was great, and there was ample seating (but of course,  it was 10am on a Saturday morning). It was obvious this was a local spot, people coming in and out, chatting with Bob (the owner) like he was an old friend. 

I ordered my usual large soy latte. It was so good. Thick, with a cute three dimensional heart made of crema. And I just loved the cup. I commented on it in my head and then again to Nicole H when she got there. It was the perfect size and shape to hold with both of my hands. Also, I was very happy to see they don't charge extra for soy milk!

Other things that are great: 
- They have free wifi (when I went in, the password was on the chalkboard at the front)  
- There is definitely an outlet at the back corner. I didn't look anywhere else, but there is at least one!
- There are vegan snacks, soups, sandwiches in addition to several nonvegan options.

Complaints: 
- None really. It's a bit out of the way for me, but I would go back anyway.",9,YgavGxfAdjhkkbwlAY_9ZQ,0.5
342,B7crzLt3Cmq2Uy3JOiMnRw,3,2010-10-21 00:00:00.000000,2,qKnZ79iSewkDqTZYzIC_fA,3,"We went and saw a movie here on Telus Tuesday, where we got a discounted movie ticket, and a free popcorn and a drink. The combo ticket was cheaper than buying a regular ticket. Can't go wrong with that. Avoiding the massive price of snacks is always nice.

It's close to the Osgoode Subway station, I loved the copious self-serve machines,  and the seats were comfy. 

What is with the bathrooms though? First of all, they were kind of hard to find, and secondly, for a big theater there aren't very many stalls. I'm glad I went on a Tuesday in the middle of a movie, because I can't imagine what that looks like on a Friday or Saturday.",3,YgavGxfAdjhkkbwlAY_9ZQ,0.30000001192092896
343,oM4nwtYDw5Ml-hrJdgv8TA,1,2012-05-11 00:00:00.000000,0,8I7pohJcQcGWuSXVjClxdQ,4,"Working in the Yorkville area, I've come here regularly for lunch. I love the location and the interior. It's a nice break from the everyday, and it's automatically relaxing. Calm, ignorable, music fills the restaurant, interspersed with the occasional loud whirring of a blender.

I like that there is always a bottle of water on the table, because I end up getting a couple litres of my H2O intake for the day while I'm there.

I've ordered a bunch of different things, but the Pad Thai was easily (and most expensively)  my favourite. Nice filling serving, with a fresh rich flavour.

The nacho plate is pretty delicious too, but as some other reviewers have mentioned, don't expect a giant nacho plate portion here. It's not huge, but paired with a meal it's a nice snack.

Smoothies are always thinner than I expect them to be (and after ordering it several times you'd think I'd be used to it by now, but I'm not) so that's something to be aware of and set less thick mouthfeel expectations. 

Overall I like it here. I do find it feels expensive, especially since there is no guarantee of organic ingredients, but service is always good and not intrusive.

p.s. Get a macaroon (or three) they're delicious.",0,YgavGxfAdjhkkbwlAY_9ZQ,0.6000000238418579
344,yV7f80Nw8nJGilZpRnS6HQ,1,2010-10-09 00:00:00.000000,0,XyFCr4BVEbKymURD7dSjKQ,4,"I went to here the other day. It had a lot of places to sit (most of which were occupied), free wifi, but no power outlets that I could find.

The latte I had was beautiful, but not super exciting flavourwise. I've been spoiled entirely by the Sam James Espresso Bar. The one from here, was probably the second best one I've had in the city so far though.

It seems like the perfect place for both hanging out (there are cozy spaces behind the coffee bar) and group work (they have giant tables by the windows) and it's a great location (close to Kensiginton Market.) 

They do charge extra for soy milk, and it was the second most expensive latte I've had, but I loved the space and would definitely go there again. Of the food items they had available, I saw a couple vegan cookies from Sweets From the Earth which was nice.",2,YgavGxfAdjhkkbwlAY_9ZQ,0.30000001192092896
345,pLWt3bWwQ9NPvk_xv8Dzgg,3,2011-07-26 00:00:00.000000,0,ybGHCaTR-wXTxF5rJz1TXg,4,"Tonight after nearly everything in Kensington Market was closed we saw a glowing light out of this new Sadie's Juice Bar location. Yes, it's open and right next to Hot Beans.

We picked up two Tofutti ice cream cones (they had vanilla, vanilla almond bark, and chocolate) and they were of course delicious. Lots of other options available (like drinks, floats, sweets from the earth treats, and soy delicious bars), but I didn't  pay enough attention because I was too excited about stuffing my face full of my vanilla Tofutti cone. (& the person there was kind enough to let us in after closing, and I didn't want to overstay my welcome)

I'm looking forward to visiting them again during the day!",4,YgavGxfAdjhkkbwlAY_9ZQ,0.30000001192092896
346,aEnoF_79jQE83s-I756n8w,2,2012-04-23 00:00:00.000000,0,Df9X2MfmHiVR8KGCt0c53w,3,"I walk by this place on the regular, and through the power of the Indie Coffee Passport, I decided to actually go in and check it out. It was crowded and very white, modernish interior, with an absolutely beautiful espresso machine. Their chairs aren't comfy and the interior was brightly lit with natural light from all the windows, so it's definitely set up as more of a pick up and go place than a sit down for a while place.

They charge extra for soy milk, and did so when it pushed the price over the $4 dollar Indie Coffee Passport limit. The service was indifferent and the soy latte was okay, but wasn't spectacular. 

They don't have any vegan baked items, though I think they had something gluten free while we were there.  Since I have too many options for really fabulous vegan friendly indie coffee shops in the neighbourhood I probably wont return to Thor.",0,YgavGxfAdjhkkbwlAY_9ZQ,0.20000000298023224
347,Q-lz4ZAYDGk0kE-P2Hncsg,2,2013-04-05 00:00:00.000000,2,zg8kiy719EmA2cHwxL3drg,4,"I'm really digging this tea shop. I'm not in the area as often as I'd like to be, but when I am, I usually stop in for a cup of tea. It's a tiny space, but houses a nice variety of in house made tea blends. I didn't think the selection was really that small, but I think it's a sign of quality. Kind of like a carefully selected wine list at a restaurant rather than I ""here is every single wine we could buy ever"" list.

Service has been lovely.  The owner is consistently a nice, helpful person, and answers questions about tea and recommends things as needed.

They've got a nice variety of in house made tea blends. But since I'm a creature of habit (at least with tea) I will probably just order an earl grey or a cacao tea probably forever. I like that the cacao is from Chocosol, and that the tea tastes like some kind of chocolate magic, while still being light.

I'm going to have to look into some of their tea mixology classes!",2,YgavGxfAdjhkkbwlAY_9ZQ,0.5
348,leMIHa6TogufHv5HNYjnfw,1,2011-07-08 00:00:00.000000,0,6PkCZqMq9pgpBBQEe00eDg,2,"We ended up at Ravi's Soups on Queen Street a few days ago, after a failed attempt to check out E.L. Ruddy (they were closed).

Ravi's Soups had a big group of people waiting for wraps, so that was a nice sign. They had a veggie wrap on the menu, and a vegan soup option. That said, I wasn't excited about this place from the very beginning.  Service was weird and all over the place, there wasn't a line waiting by the time we were at the counter, but he was still frenetic and rushed, but the food didn't come to us for quite a long time, and as with most simple vegetable dishes, I feel like I could have probably just made the wrap at home.

The veggie wrap normally has brie in it, and jut as a heads up, one of the unlisted additions is mayo... so you know if you're vegan, ask for it without, or just skip it and just opt for soup. (or go somewhere else.) The wrap came with a tiny salad, that of course, had ""just a little bit"" of mayo on it, I guess ""a little bit"" of mayo is the same as ""no mayo""? Not quite.

My friend had the wrap and the Porcini Mushroom Soup and loved it. It's based on an onion broth, and has mushrooms, barley, and truffle oil in it, so it's actually vegan. However, soups all come with a cheese biscuit.

This place, like most of Toronto's restaurants, is great for lacto-ovo-vegetarians, but going there made me wish I had gone somewhere else on Queen that was a bit more vegan friendly with more exciting options.",3,YgavGxfAdjhkkbwlAY_9ZQ,0.0
349,y-Zbg19VSb-k15A_yzruYg,3,2010-11-15 00:00:00.000000,0,urhz69ahF0pVy0IbI1PMeg,3,"Before we decided to wander through the AGO yesterday morning, we stopped into Frank for brunch. The server was awkward, stiff and extremely formal (in a way that seemed unnatural), but overall very attentive and helpful, so I wont hold her attempts at trying too hard against her.

Frank has a vegan dish on their brunch menu, the roasted shiitake mushrooms with heirloom squash, which was nice to see. The server suggested a slightly more substantial dish the chef could make for us with braised lentils and eggplant (also with heirloom squash and tat soi salad). It was phenominal.

Beautiful presentation, and absolutely delicious.  But, with phenominal food, comes a phenominal price tag, so that part was an unpleasant surprise.",1,YgavGxfAdjhkkbwlAY_9ZQ,0.6000000238418579
350,edf1UxWW9-7u_f35kbvEwQ,0,2014-08-28 00:00:00.000000,0,9lhodxDU2rSKsY3ni0CCFQ,3,"I'd suggest any of the adults here check out one of Legoland's Adult Nights (which happen on the last Wednesday of every month), where you can enjoy a kid free Legoland. I don't know what it looks like during the regular days, but considering there were kids that didn't want to leave the park today, there must be lots of them. Happy to skip that. 

We booked adult night tickets in advance online, so it was a bit cheaper than getting them at the door, and while it still felt a bit expensive, I did spend around 2 hours running around the park and having fun on rides (there are two of them), playing games, and building cars (and then racing them) with LEGO, and building minihouses with duplo, so overall I had a good time. I also liked the miniatures exhibit of Toronto's downtown and area.

All of the staff was all friendly as well.

The thing is - Legoland is small, and there isn't *that* much to do. We finished with everything quite quickly, and found ourselves wondering what else is there...

It's in Vaughn Mills (a mall), at entrance 4. 
Go on adult night.",2,YgavGxfAdjhkkbwlAY_9ZQ,0.4000000059604645
351,3ycYtMXIAMz7SSyFUfSppA,4,2010-11-17 00:00:00.000000,0,AnPjCb40a6zeTM_55kEctw,4,"I snuck in here when it started to rain and wandered around looking at more Barbapapa stuff than I'd seen even when I was a child, adorable little baby products, cookbooks aplenty and the most beautifully unnecessary (albeit potentially useful) kitchen accoutrements and accessories.

I loved this store. Couldn't help making a little list in my head of all the things I wanted.

One of the folks at the cash was pleasant and even held the door open for me when I was coming in; the other one was pretty much off in her own world. Though this was fine with me, since I just wanted to browse the store in peace, and they didn't seem to care that I had been in there for a considerable amount of time.",5,YgavGxfAdjhkkbwlAY_9ZQ,0.10000000149011612
352,d84_mtSFHt8xgYTly2T-9A,2,2010-10-20 00:00:00.000000,0,FEtMyYYTSQyOArTSrFSrHA,3,"A friend and I some time to kill before seeing a movie at the Scotiabank Theater so we went to Sushi Time and grabbed a bite to eat.

We ordered edamame as an appetizer and a few orders of cucumber and avocado maki. Well, we got our maki first, and it was good. It was a bit on the big side and loosely wrapped, but on the bright side, the avocado and cucumber were fresh. The edamame appeared after we had finished about half of the maki.

The service was friendly and we got our order quickly, but at the end of the meal we waited about ten minutes for a bill. Every moment one of the staff would go by we'd try and wave at them, but they'd come rushing past us. 

Overall it was okay. It's a decent spot to go before a movie, but I probably wouldn't seek it out on at any other time.",2,YgavGxfAdjhkkbwlAY_9ZQ,0.30000001192092896
353,RNu4p38Eh8TmFzqcwS8KFA,2,2011-07-08 00:00:00.000000,1,C9Oy7FRDLfaEDmB7tGZGtQ,4,"This gym is great. I'm not sure what issues people have with it, but this was my first experience with GoodLife and overall it was extremely positive.

The staff are friendly and helpful, the trainers were friendly, there are loads of treadmills, elliptical machines, bikes and equipment. Some old, some new. The best part about it, is that it is nearly empty.

I think the biggest selling point for me is that it has great change room facilities and amenities. Unlike the Liberty Village location (that is now my regular location), there isn't a mass veto on scented products, and they have lotions, different shampoos, hair spray, gel, deodorant, etc. There is a hot tub, sauna and steam room, and more than enough showers.

I liked it, now it's just too far out of the way to visit.",1,YgavGxfAdjhkkbwlAY_9ZQ,0.4000000059604645
354,c6f8wBjPLDzyubEBqgcMnw,1,2012-11-14 00:00:00.000000,0,3pPmYHmobYxEBUJqw7CvgA,5,"I went back here this weekend and had a pretty great time. The staff are friendly, the cafe was busy but the line moved quickly, and our soy lattes were delicious.

I still love this place, and I still wish I was closer to them because I'd drink their coffee more often. Staff are so nice, and seem to like working there and with each other. That makes a huge difference to the whole coffee experience. 

There are no vegan baked goods, but it doesn't matter, because their coffee is good enough to stand alone. (though you know... I wouldn't be sad if there was a vegan cookie or two someday...)",2,YgavGxfAdjhkkbwlAY_9ZQ,0.5
355,e2r5_zNwNu4kVBnpFRv0AQ,0,2012-11-14 00:00:00.000000,0,XUfHQ65W_GmPm1oGW1UJkQ,3,"Before I finally moved to Toronto I stayed at the Fairmont Royal York. 

The main lobby was of course beautiful as most Fairmont Hotels are, but the hotel room was tiny. But the bed was comfortable and the room was spotless, and really - I just wanted to have a good nights rest in somewhere a bit fancier than a typical hostel stay.

Things that are great:
- Location location location.
- Products in the bathroom.
- Service was friendly.",3,YgavGxfAdjhkkbwlAY_9ZQ,0.30000001192092896
356,jIzygnVmajEXYmfsBNY_Gw,0,2016-09-13 00:00:00.000000,0,-VegTMVHzxYe2pWUUOtZ8w,5,Good tacos here. Its in North phoenix if you live far it wort it going you won't regret it. I tried there tacos and they are bomb. Highly recommend,0,OHhFN14jFGmjPmCOph12vQ,0.800000011920929
357,5fM69_oyGPAtrvR7bSGVOg,1,2016-09-08 00:00:00.000000,0,eRjmNpymCCRvN43nmEy-lg,5,Good place to go grab a dessert! I think is the best  place to get a true Mexican raspado! They are always busy since its a small place but is worth it going,1,OHhFN14jFGmjPmCOph12vQ,0.8999999761581421
358,MYExA8lcXaHYXuAPlGBWUg,0,2016-09-08 00:00:00.000000,0,JDgO0ICb93RpLx-mq3BiBA,5,First time ever going to an event  to Phoenix Symphony. I got free tickets my a friend I wasn't planing to go but did;t want to wast them. I ended up going and I have no regrets I love it. I high recommend going,0,OHhFN14jFGmjPmCOph12vQ,0.30000001192092896
359,1yIedrVRAfAtsG2Fk0p9Fw,0,2016-09-10 00:00:00.000000,0,Pyv-2NO0IF_M3WpHE1YxHg,5,"I was nervous to try a new place to do my nails, as soon as I walk in they greeted me. The staff were great and polite. I recommend this nail place.",0,OHhFN14jFGmjPmCOph12vQ,0.699999988079071
360,l683preTG0GIk9XMaHAUNA,0,2016-09-13 00:00:00.000000,0,F_9Jcggf4VKwFbnRkh6w1A,5,"Have you ever tried real fresh Mexican bread, well this is the right place. Its just the corner of my work its in the southern east corner of 32st  and Thomas. I usually go  around 7pm to 8pm that when they have warm bread. They also have fresh food it  might not be cheap but its very good and fresh.",0,OHhFN14jFGmjPmCOph12vQ,0.4000000059604645
361,WzrMNz9eUF78RgZGDTS8xg,0,2016-09-10 00:00:00.000000,0,wbrJ6ymAvVJBGmCavo7fgw,5,"I love the sweet and sour combo the food is fresh and hot. Great place to go each lunch, they are fast and courteously. They are clean and friendly I highly recommend this place.",0,OHhFN14jFGmjPmCOph12vQ,0.8999999761581421
362,Wijq97TO27mhi_OG-xaW-w,0,2010-09-03 00:00:00.000000,0,oLQyEOmsGx4Tb06PO6wMwg,5,"Top quality food here! We were staying in filey about 10 miles away and spotted this place but was busy so we drove back the next day and we were so glad we did. This has THE BEST fish & chips ever! And a top quality service too! Give yourself a treat and make sure you go, we will the next time we are over that way, thanks the 3 from Morecambe",0,EXVQS5nz4lepwRy8QJq50A,0.800000011920929
363,4JNXUYY8wbaaDmk3BPzlWw,0,2012-06-10 00:00:00.000000,0,wl8BO_I-is-JaMwMW5c_gQ,4,"I booked a table here for brunch and it did not disappoint, it was a great experience and more relaxed I feel that the pricy dinner menu would of been, with the same outdoor table overlooking the Bellagio fountains and the Paris hotel. Eggs Benedict for me was fab and some other good options on the menu. 
I told them we were celebrating a birthday and got a chocolate cake with a candle brought out which I was pleased to find was not included on our bill at the end!",0,fo4mpUqgXL2mJqALc9AvbA,0.8999999761581421
364,sdYkVaTy7EJwUkO8Ie_qPg,0,2017-07-17 00:00:00.000000,0,1d4kSfyD-VkRMiq7DbmmZQ,5,"What a great find for a quick lunch. The place was packed on a Monday afternoon,  but barely any wait even though there was a line. The roti chicken was delicious, along with the crispy yucca fries and a side of sweet plantains. Be sure to try all the pepper sauces the are all very flavorful and really complement the dishes nicely!",0,JaX7_FD-oO4V5kbixx01rw,0.800000011920929
365,5mmF-H_4emxvultbneKFWQ,0,2012-10-17 00:00:00.000000,0,wnojnTpteq7um67mivbfag,1,Average food - had the worst service last night from a young man.  We were the only table in the restaurant at 8:15 - our server was rushing us out,1,Eirm5Cv1Mk4pyJfi_LprbA,-0.699999988079071
366,8jHLEXfoy3Q9TdvJYvtWvg,0,2014-08-05 00:00:00.000000,0,kcHtpyK7v0BIoXZKUZ5sWw,1,I had a 7:30 reservation on a Monday night.  I did not get seated until 8:15.  At 9:00 no chef had come to cook for us. I had already complained to the manager once and he did nothing. Finally my family had to leave as we had hungry young children.  I am so disappointed and will never go here again.,0,Eirm5Cv1Mk4pyJfi_LprbA,-0.30000001192092896
367,I-5qHCVwT7k_KH67-YOx3A,0,2009-06-29 00:00:00.000000,0,JRI9Cc0PVbMX6nN8EQsWIg,4,I love Cheesecake Factory period but The District location is my ultimate fave in Vegas.,0,AuIK5tF2GjO7SftHawTLKw,0.800000011920929
368,Zrx25j1M794Nh8fUGB8E9A,0,2013-10-08 00:00:00.000000,0,0FcdLS7o6pQ4WPFooisfbg,4,"I love TGIF ever since but I never wrote a review.  The food is good, the dessert is not to miss and their happy hour on drinks is cherry on top.  This one inside The Orleans is great place to dine after or before going to the movies or bowling (or to gamble for the gamblers).",1,AuIK5tF2GjO7SftHawTLKw,0.800000011920929
369,4tWF2w6jP2LNK2xTVNEMFw,0,2009-08-06 00:00:00.000000,0,_wzBkx7HCHcpdSAf-oX0Ug,4,Could be the best Mexican cuisine I've ever had in Vegas?! Coconut margarita is liquid nirvana.,0,AuIK5tF2GjO7SftHawTLKw,0.5
370,1Vn_lex3LGGwuTo-xeJnww,1,2009-10-03 00:00:00.000000,0,gBKDf27W9LAysSANwH_cEA,5,"I love froyo and Yogurtland makes it a dream come true.
This is my fave venue since the ambiance is cozy and relaxing due to plenty of tables and chairs to unwind unlike the one in Town Square.  
Service is definitely friendly and warm.

Overall ~ I am a big fan!!",1,AuIK5tF2GjO7SftHawTLKw,0.8999999761581421
371,JTSk0BCHw-uusHO4snGePA,0,2013-07-30 00:00:00.000000,0,kcUIeVskF2zAnUSYeqTyAg,4,My experience with Portrait Innovation was great!  The prices are stiff but the photographer took her time with the shoot and was patient with my baby boy.  We will come back for a family holiday photo this year and I will make sure to use their coupon (I didn't the last time and paid $180 ~ yikes!).  This place is much better than JCPenney on Grand Canyon.,1,AuIK5tF2GjO7SftHawTLKw,0.4000000059604645
372,Zmfq3DVhHdtVChhSxzoUHw,1,2009-10-03 00:00:00.000000,0,ceKleTs7hPyWIX4_KpHCZQ,4,"Thai food is just delicious but Panna Thai makes it irresistible.  
Food is scrumptious with good portions.  
Ambiance is very private, mellow yet warm & friendly.  
Prices are very reasonable (almost like Thai BBQ).

Overall ~ will be coming back for more!",2,AuIK5tF2GjO7SftHawTLKw,0.699999988079071
373,IcOvxejpd5FLFIkj20Opqg,0,2009-08-06 00:00:00.000000,0,9ivLrV6UgjaeabqkEmq4Fg,4,The only place where I get yummy red bean or green sesame balls.  Also their steamed pork buns are my favorite.  This is where I order birthday cakes - mocha cake with coconut filling is a must-have!,0,AuIK5tF2GjO7SftHawTLKw,0.800000011920929
374,pybIuTluqRhH_BQ3CJHlLw,0,2013-07-30 00:00:00.000000,0,G9Wd0iKSuFyHuEc2sIGK0g,5,"The food is absolutely delicious.  The price is a little higher than other good Thai restaurants however you really get every penny's worth, plus the ambiance really takes you to Thailand unlike other restaurant.  You must try and I will definitely come back!",0,AuIK5tF2GjO7SftHawTLKw,0.699999988079071
375,SycXTaA4MeJZuDK4Y1owDQ,0,2009-08-06 00:00:00.000000,0,h0m315KtVu2g8YfXc5LA6w,3,"I'm not a burger-fries-shake kind of person, however, Islands have delicious burgers and thick shakes.  I would recommend this place.",0,AuIK5tF2GjO7SftHawTLKw,0.800000011920929
376,5shgJB7a-2_gdnzc0gsOtg,1,2009-08-06 00:00:00.000000,1,3gWfTCum4nGVnX0FTffBTA,5,"One of my favorite hang-out spots in Vegas!  My friends and I been loungin' at Firefly since 2005 and I have nothing but praises to say.  Sangria and Mojitos are smooth plus their calamari and paella are delicious.  As I said, I have nothing but praises!!",1,AuIK5tF2GjO7SftHawTLKw,0.5
377,UvF68aNDfzCWQbxO6-647g,0,2011-08-25 00:00:00.000000,0,0M1gnowzgTpGWRk9gHvEtA,3,They have good Vietnamese sandwiches and refreshing Thai Tea with boba.  The service is good but you must remind the cashier if you want to redeem any specials they have for she won't automatically do it for you.,0,AuIK5tF2GjO7SftHawTLKw,0.4000000059604645
378,NXNa5OYmN1CNmXwHhDxpRA,0,2015-01-13 00:00:00.000000,0,RuQbhgENXUlf28wcv2Cwsw,4,"My first time and there was no wait, so plus. Wait staff are friendly & accommodating; the menu is simple and easy to read; price is reasonable less than $10 for a regular size bowl of ramen. i would come back here.",0,AuIK5tF2GjO7SftHawTLKw,0.4000000059604645
